,wave,flux
0,3803.644775390625,0.4079943131055571
1,3804.52197265625,0.3672069725747297
2,3805.397216796875,0.03676963590240237
3,3806.272705078125,0.035763226290034075
4,3807.150390625,0.18777106753855152
5,3808.026123046875,0.06628945788276505
6,3808.904296875,0.06865423197918835
7,3809.780517578125,0.1283271977833124
8,3810.658935546875,-0.06277620613451172
9,3811.53564453125,0.04629700824930279
10,3812.41259765625,0.05075489245038211
11,3813.291748046875,-0.04540352348328641
12,3814.1689453125,0.12812649260339587
13,3815.04833984375,0.19435551517687105
14,3815.926025390625,0.29429113363276155
15,3816.805908203125,0.39329470613761486
16,3817.68408203125,0.3498733926176579
17,3818.562255859375,0.30498163085017255
18,3819.44287109375,0.3455039881726955
19,3820.321533203125,0.3131424650474179
20,3821.202392578125,0.5197523990933142
21,3822.08154296875,0.1729292282789779
22,3822.962890625,0.3324091219245977
23,3823.84228515625,0.4215538874616874
24,3824.72412109375,0.46802328250658465
25,3825.60400390625,0.4529498104533718
26,3826.484130859375,0.272753749148499
27,3827.366455078125,0.32421819152962145
28,3828.2470703125,0.4823346095506789
29,3829.129638671875,0.5918367679967943
30,3830.0107421875,0.8314111704734547
31,3830.893798828125,1.1728702444742831
32,3831.775146484375,1.2386229130146105
33,3832.65673828125,1.6176146447059239
34,3833.54052734375,1.8282865340167
35,3834.42236328125,1.616042942805362
36,3835.306640625,1.730022871304128
37,3836.188720703125,1.9201845866135914
38,3837.073486328125,1.9327393457056268
39,3837.9560546875,2.097556304980236
40,3838.839111328125,1.5880608334318247
41,3839.724365234375,1.3092989654897829
42,3840.607666015625,0.9554251357148643
43,3841.4931640625,0.8132588950771031
44,3842.376953125,0.6605223855960408
45,3843.262939453125,0.2818811168174045
46,3844.147216796875,0.3634874254034091
47,3845.031494140625,0.13974145435634833
48,3845.918212890625,0.2191402979004274
49,3846.802978515625,0.14349205484571564
50,3847.68994140625,-5.4544617019556804e-05
51,3848.5751953125,-0.02178769187519848
52,3849.462646484375,0.0036497416462729017
53,3850.34814453125,-0.038967624172467456
54,3851.23388671875,-0.09612695449828872
55,3852.1220703125,-0.007882620345052653
56,3853.00830078125,0.11373039906192992
57,3853.896728515625,-0.13682507285249024
58,3854.783203125,-0.03687776447825086
59,3855.672119140625,0.15039322243293946
60,3856.55908203125,0.061771726553934224
61,3857.4462890625,0.14792064278003353
62,3858.3359375,0.19321902414454623
63,3859.223388671875,0.013435604246729366
64,3860.113525390625,-0.1028420875539766
65,3861.00146484375,-0.15775020771433235
66,3861.891845703125,-0.07785805377055596
67,3862.7802734375,0.15152533640345872
68,3863.6689453125,-0.00510848687620696
69,3864.559814453125,0.013965432000473723
70,3865.44873046875,-0.02542314758125437
71,3866.340087890625,-0.0272950749969613
72,3867.229736328125,-0.010490579236654182
73,3868.121337890625,-0.028137358162345617
74,3869.01123046875,0.0632162752531437
75,3869.9013671875,-0.046090718353675585
76,3870.793701171875,0.0665632294700438
77,3871.68408203125,0.08865571267012877
78,3872.576904296875,0.2395282529145659
79,3873.4677734375,0.16207530222736274
80,3874.361083984375,0.0996167774939668
81,3875.25244140625,0.17807228284007878
82,3876.143798828125,0.26127634278583395
83,3877.03759765625,0.3146436773369949
84,3877.9296875,0.2963408224714909
85,3878.823974609375,0.14435477872382202
86,3879.716064453125,0.2579992617244251
87,3880.61083984375,0.36365099329016914
88,3881.503662109375,0.6580732125274789
89,3882.396484375,0.7180187596267467
90,3883.291748046875,0.9333465554834017
91,3884.18505859375,1.1691031631884041
92,3885.080810546875,1.2581438556604756
93,3885.974609375,1.7857969099571924
94,3886.87060546875,2.203431191174177
95,3887.764892578125,2.4746659459587703
96,3888.6591796875,2.5730832928191747
97,3889.555908203125,2.5580288726288454
98,3890.45068359375,2.4626945691534705
99,3891.347900390625,2.4533189148212724
100,3892.2431640625,2.2544215654630713
101,3893.140625,1.9075249175860114
102,3894.0361328125,1.6150080063513208
103,3894.93408203125,1.1336986718068307
104,3895.830078125,0.8740748148662595
105,3896.726318359375,0.42294068170482896
106,3897.625,0.4634828151343078
107,3898.521728515625,0.5678374596109741
108,3899.420654296875,0.1958953513658122
109,3900.317626953125,0.0992371871677166
110,3901.217041015625,0.28296181968491785
111,3902.114501953125,0.17257777090285578
112,3903.01220703125,0.2474402078778747
113,3903.912353515625,0.2583706128030586
114,3904.810302734375,0.051237380763757896
115,3905.710693359375,0.27094414659326427
116,3906.609375,0.024598727772893167
117,3907.51025390625,0.0864131312392111
118,3908.408935546875,0.1785604238530938
119,3909.30810546875,0.0716142068704173
120,3910.209716796875,-0.021161702007251718
121,3911.109130859375,-0.10016116743393665
122,3912.010986328125,-0.21832966869411144
123,3912.9111328125,-0.029911615964957054
124,3913.813232421875,-0.15453602439833708
125,3914.713623046875,-0.15297904259703266
126,3915.6142578125,-0.1688188163456184
127,3916.517333984375,-0.13803165259329145
128,3917.418212890625,-0.20384970542024958
129,3918.321533203125,-0.25270472057456717
130,3919.222900390625,-0.22357071442682275
131,3920.126708984375,-0.09005519004011688
132,3921.028564453125,0.2767693959640597
133,3921.9306640625,-0.21949759514205228
134,3922.8349609375,-0.20871752243731803
135,3923.7373046875,0.15310173614874625
136,3924.64208984375,-0.05278545034144322
137,3925.544921875,-0.02701831127779124
138,3926.4501953125,0.07754603922353133
139,3927.353515625,0.14577357217032205
140,3928.257080078125,0.34902386642500655
141,3929.162841796875,0.4416563072176823
142,3930.066650390625,0.6187314708748478
143,3930.972900390625,0.7263671539274255
144,3931.87744140625,0.9755999182080693
145,3932.783935546875,1.0040435309056701
