,wave,flux
0,3800.142578125,-0.20540964694431416
1,3801.018798828125,-0.15155993982151175
2,3801.893310546875,-0.14811488360565958
3,3802.77001953125,-0.046606559975992244
4,3803.644775390625,-0.01080913041953939
5,3804.52197265625,-0.12429598057954966
6,3805.397216796875,-0.09887981857146097
7,3806.272705078125,-0.00715958152905596
8,3807.150390625,0.16871387081904055
9,3808.026123046875,0.10758901423673967
10,3808.904296875,-0.004061176298318682
11,3809.780517578125,0.09180624904141212
12,3810.658935546875,0.1539447408252478
13,3811.53564453125,-0.15032466435534508
14,3812.41259765625,-0.01717505878178207
15,3813.291748046875,0.07531922240816183
16,3814.1689453125,0.0221848569465815
17,3815.04833984375,-0.06363448657860014
18,3815.926025390625,-0.203728463407648
19,3816.805908203125,0.15790438828318937
20,3817.68408203125,-0.1351456066183261
21,3818.562255859375,-0.044577181703984586
22,3819.44287109375,0.08648791057348391
23,3820.321533203125,-0.18696048589075306
24,3821.202392578125,-0.034089130728554774
25,3822.08154296875,-0.19915001930246728
26,3822.962890625,-0.016247268873492555
27,3823.84228515625,0.13813993267871447
28,3824.72412109375,0.0726766318963917
29,3825.60400390625,0.04170588738923375
30,3826.484130859375,0.24133783051152952
31,3827.366455078125,0.07562736650967862
32,3828.2470703125,0.1788870287828587
33,3829.129638671875,0.2130348444591674
34,3830.0107421875,0.14766162157408508
35,3830.893798828125,0.1527063053938298
36,3831.775146484375,0.14164700526402452
37,3832.65673828125,0.1541563366607162
38,3833.54052734375,0.08426699602275875
39,3834.42236328125,0.007664322523673967
40,3835.306640625,-0.08306964987494948
41,3836.188720703125,-0.18584667018439974
42,3837.073486328125,-0.16771714032690793
43,3837.9560546875,-0.02904532337279319
44,3838.839111328125,-0.0554463764666622
45,3839.724365234375,0.08442001963763873
46,3840.607666015625,0.1291314828964936
47,3841.4931640625,-0.0733319754021728
48,3842.376953125,0.050018822313668665
49,3843.262939453125,0.10424766818916947
50,3844.147216796875,0.11827378580167633
51,3845.031494140625,0.2860126314088192
52,3845.918212890625,0.3518799083006648
53,3846.802978515625,0.12381915525545804
54,3847.68994140625,-0.0020875050627478754
55,3848.5751953125,0.15384221582171453
56,3849.462646484375,0.08340998028797914
57,3850.34814453125,0.04786415895576975
58,3851.23388671875,0.11455017497550213
59,3852.1220703125,0.13782849763451757
60,3853.00830078125,0.10090543786999168
61,3853.896728515625,0.007281937373309038
62,3854.783203125,-0.1264689889204
63,3855.672119140625,-0.12595474183790772
64,3856.55908203125,-0.11111393081285399
65,3857.4462890625,-0.1587386148931105
66,3858.3359375,-0.03140750124345789
67,3859.223388671875,-0.01394352578261229
68,3860.113525390625,-0.14022002934650704
69,3861.00146484375,-0.2205417891024949
70,3861.891845703125,-0.23158917988312958
71,3862.7802734375,-0.16989296963271988
72,3863.6689453125,0.015843414742915805
73,3864.559814453125,-0.16381815267262054
74,3865.44873046875,-0.15032580189182312
75,3866.340087890625,-0.20321198242922392
76,3867.229736328125,-0.21387178619933558
77,3868.121337890625,-0.005281920582746326
78,3869.01123046875,0.06253518703945074
79,3869.9013671875,0.06414182040248122
80,3870.793701171875,0.01743511241066013
81,3871.68408203125,0.020330819181750864
82,3872.576904296875,0.1078276804999745
83,3873.4677734375,0.15176524169313466
84,3874.361083984375,0.009330940556088085
85,3875.25244140625,0.10804319170363676
86,3876.143798828125,0.2074079419007999
87,3877.03759765625,0.31448775316065547
88,3877.9296875,0.3102514668880634
89,3878.823974609375,0.19106273843309152
90,3879.716064453125,0.2839843483661726
91,3880.61083984375,0.32290458628132956
92,3881.503662109375,0.4229398274606604
93,3882.396484375,0.38835035503622295
94,3883.291748046875,0.36331303051351793
95,3884.18505859375,0.4653362574222885
96,3885.080810546875,0.335564781868017
97,3885.974609375,0.1921452336399933
98,3886.87060546875,0.1191290309569359
99,3887.764892578125,0.1292046376506082
100,3888.6591796875,0.09279108584014444
101,3889.555908203125,-0.06218015492256533
102,3890.45068359375,-0.1582636187946413
103,3891.347900390625,-0.12943873885555673
104,3892.2431640625,-0.026425018434673746
105,3893.140625,0.019429194763431242
106,3894.0361328125,0.11128865035244644
107,3894.93408203125,0.26685517664479924
108,3895.830078125,0.21651250997068477
109,3896.726318359375,0.4261817899808916
110,3897.625,0.2547359931176642
111,3898.521728515625,0.2714607945365588
112,3899.420654296875,0.4122385575393538
113,3900.317626953125,0.3310873527277601
114,3901.217041015625,0.4321585338657584
115,3902.114501953125,0.4444952265870921
116,3903.01220703125,0.40430806710931116
117,3903.912353515625,0.28974393350691097
118,3904.810302734375,0.22309501628506054
119,3905.710693359375,0.2516489305979008
120,3906.609375,0.1342608939061743
121,3907.51025390625,0.0657649943632903
122,3908.408935546875,0.20839798145076457
123,3909.30810546875,0.20183613146661813
124,3910.209716796875,0.07211796683004647
125,3911.109130859375,0.02639416250409472
126,3912.010986328125,-0.06307748386393947
127,3912.9111328125,0.04543052966543727
128,3913.813232421875,-0.0963722225148622
129,3914.713623046875,-0.06831159177270567
130,3915.6142578125,0.015907881929791905
131,3916.517333984375,-0.14884727645956417
132,3917.418212890625,-0.12114697344048596
133,3918.321533203125,-0.020046547444041763
134,3919.222900390625,0.09214446045873709
135,3920.126708984375,0.16351698410451218
136,3921.028564453125,0.15440358764180917
137,3921.9306640625,0.14207834290989593
138,3922.8349609375,0.30035645148168627
139,3923.7373046875,0.35248213374534565
140,3924.64208984375,0.3666361940787559
141,3925.544921875,0.30332310578020166
142,3926.4501953125,0.3739280693608171
143,3927.353515625,0.6004834371705197
144,3928.257080078125,0.44643056956272203
